Stock Symbol,Date,Price,1day,2day,3day,5day,10day,30day,Residual Std Dev,Upper Bound,Lower Bound,Type
RNW.TO,2014-12-08,11.64,-0.08000000000000007,-0.17999999999999972,-0.16000000000000014,-0.2900000000000009,-0.5400000000000009,1.049999999999999,0.05516530713329847,12.294409189233141,11.687590810766858,Low
RNW.TO,2015-01-12,12.01,0.08999999999999986,0.0,0.08999999999999986,0.21000000000000085,0.8399999999999999,1.1400000000000006,0.07061633427661479,11.95838983852138,11.181610161478616,High
RNW.TO,2015-01-20,12.45,-0.049999999999998934,0.2400000000000002,0.46000000000000085,0.370000000000001,0.3500000000000014,0.5500000000000007,0.06988315645100467,12.323357360480525,11.554642639519475,High
RNW.TO,2015-01-22,12.69,0.22000000000000064,0.16000000000000014,0.13000000000000078,0.0,0.05000000000000071,0.41999999999999993,0.07591523050233201,12.515533767762827,11.680466232237174,High
RNW.TO,2015-01-23,12.91,-0.0600000000000005,-0.08999999999999986,-0.05000000000000071,-0.16999999999999993,-0.21000000000000085,-0.08000000000000007,0.09992864120627899,12.742607526634536,11.643392473365466,High
RNW.TO,2015-02-24,13.15,0.02999999999999936,-0.16000000000000014,-0.019999999999999574,-0.22000000000000064,-0.5800000000000001,-0.5199999999999996,0.04931981796848506,13.033258998826668,12.490741001173333,High
RNW.TO,2015-05-06,12.11,0.11000000000000121,0.41999999999999993,0.15000000000000036,-0.02999999999999936,0.370000000000001,0.47000000000000064,0.05745036505057734,12.993977007778174,12.362022992221824,Low
RNW.TO,2015-06-15,12.32,0.08999999999999986,0.20999999999999908,0.2599999999999998,0.2400000000000002,0.009999999999999787,-0.16999999999999993,0.04372400815214593,12.876482044836804,12.395517955163198,Low
RNW.TO,2015-10-27,10.31,0.21999999999999886,0.02999999999999936,-0.21000000000000085,0.3200000000000003,0.5099999999999998,-0.41999999999999993,0.07297031359852224,11.243336724791872,10.440663275208129,Low
RNW.TO,2016-06-17,12.48,0.1399999999999988,0.3200000000000003,0.20999999999999908,0.23000000000000043,1.0999999999999996,1.5700000000000003,0.0644412738683666,13.305427006276016,12.596572993723985,Low
RNW.TO,2016-11-11,12.97,-0.0600000000000005,-0.10000000000000142,0.049999999999998934,0.27999999999999936,0.8399999999999999,1.1999999999999993,0.23417801870466903,15.62297910287568,13.047020897124321,Low
