Stock Symbol,Date,Price,1day,2day,3day,5day,10day,30day,Residual Std Dev,Upper Bound,Lower Bound,Type
RNW.TO,2015-01-12,12.01,0.08999999999999986,0.0,0.08999999999999986,0.21000000000000085,0.8399999999999999,1.1400000000000006,0.07061633427661479,11.95838983852138,11.181610161478616,High
RNW.TO,2015-01-20,12.45,-0.049999999999998934,0.2400000000000002,0.46000000000000085,0.370000000000001,0.3500000000000014,0.5500000000000007,0.06988315645100467,12.323357360480525,11.554642639519475,High
RNW.TO,2015-01-22,12.69,0.22000000000000064,0.16000000000000014,0.13000000000000078,0.0,0.05000000000000071,0.41999999999999993,0.07591523050233201,12.515533767762827,11.680466232237174,High
RNW.TO,2015-01-23,12.91,-0.0600000000000005,-0.08999999999999986,-0.05000000000000071,-0.16999999999999993,-0.21000000000000085,-0.08000000000000007,0.09992864120627899,12.742607526634536,11.643392473365466,High
RNW.TO,2015-02-24,13.15,0.02999999999999936,-0.16000000000000014,-0.019999999999999574,-0.22000000000000064,-0.5800000000000001,-0.5199999999999996,0.04931981796848506,13.033258998826668,12.490741001173333,High
RNW.TO,2015-05-06,12.11,0.11000000000000121,0.41999999999999993,0.15000000000000036,-0.02999999999999936,0.370000000000001,0.47000000000000064,0.05745036505057734,12.993977007778174,12.362022992221824,Low
RNW.TO,2015-06-15,12.32,0.08999999999999986,0.20999999999999908,0.2599999999999998,0.2400000000000002,0.009999999999999787,-0.16999999999999993,0.04372400815214593,12.876482044836804,12.395517955163198,Low
RNW.TO,2015-10-27,10.31,0.21999999999999886,0.02999999999999936,-0.21000000000000085,0.3200000000000003,0.5099999999999998,-0.41999999999999993,0.07297031359852224,11.243336724791872,10.440663275208129,Low
RNW.TO,2016-06-17,12.48,0.1399999999999988,0.3200000000000003,0.20999999999999908,0.23000000000000043,1.0999999999999996,1.5700000000000003,0.0644412738683666,13.305427006276016,12.596572993723985,Low
RNW.TO,2016-11-11,12.97,-0.0600000000000005,-0.10000000000000142,0.049999999999998934,0.27999999999999936,0.8399999999999999,1.1999999999999993,0.23417801870466903,15.62297910287568,13.047020897124321,Low
RNW.TO,2016-12-20,14.17,0.08999999999999986,-0.009999999999999787,0.0,0.2400000000000002,0.1999999999999993,0.6400000000000006,0.049120712987945854,14.169163921433704,13.628836078566298,High
RNW.TO,2017-03-10,15.11,0.16999999999999993,-0.009999999999999787,0.19000000000000128,0.7400000000000002,0.5600000000000005,0.5600000000000005,0.03984079428034356,15.052124368541888,14.613875631458109,High
RNW.TO,2017-05-04,15.0,0.47000000000000064,0.5700000000000003,0.7300000000000004,0.6199999999999992,0.5299999999999994,0.5999999999999996,0.07090365889328194,16.107970123913052,15.32802987608695,Low
RNW.TO,2017-05-24,15.86,-0.05999999999999872,-0.10999999999999943,-0.1399999999999988,-0.1999999999999993,0.08000000000000007,-0.3899999999999988,0.03691446569811609,15.857029561339639,15.450970438660361,High
RNW.TO,2017-07-19,14.52,0.040000000000000924,0.0600000000000005,0.05000000000000071,0.040000000000000924,-0.23000000000000043,-0.3200000000000003,0.0948964933200607,15.951930713260333,14.908069286739666,Low
RNW.TO,2017-10-17,14.34,-0.009999999999999787,-0.03999999999999915,-0.0600000000000005,-0.2699999999999996,-0.4299999999999997,,0.061874873737244984,14.315311805554849,13.634688194445154,High
RNW.TO,2017-11-03,13.28,-0.05999999999999872,0.14000000000000057,0.120000000000001,-0.049999999999998934,,,0.1160141753790836,14.64107796458496,13.36492203541504,Low
AAV.TO,2015-02-18,6.66,0.20000000000000018,0.09999999999999964,-0.0600000000000005,-0.0600000000000005,0.10999999999999943,0.28000000000000025,0.1282941498622944,6.52861782424262,5.117382175757381,High
AAV.TO,2015-06-10,7.88,-0.09999999999999964,-0.11000000000000032,-0.009999999999999787,-0.1899999999999995,0.13999999999999968,-0.6399999999999997,0.036466118216471985,7.766563650190597,7.365436349809404,High
AAV.TO,2015-07-17,7.45,-0.15000000000000036,0.09999999999999964,0.0699999999999994,-0.23000000000000043,-0.3100000000000005,-0.1200000000000001,0.06781314195804608,8.305972280769254,7.560027719230747,Low
AAV.TO,2015-11-12,7.13,0.17999999999999972,0.41999999999999993,0.3200000000000003,0.1900000000000004,-0.03000000000000025,-0.2699999999999996,0.04520816052194308,7.793644882870687,7.296355117129313,Low
AAV.TO,2016-05-12,7.41,-0.020000000000000462,0.16000000000000014,0.16000000000000014,0.07000000000000028,0.22999999999999954,-0.4500000000000002,0.07978471031469617,7.370815906730829,6.493184093269171,High
