Stock Symbol,Date,Price,1day,3day,5day,10day,30day,Residual Std Dev,Upper Bound,Lower Bound,Type
BMO.TO,2015-05-05,78.089996,-0.6899939999999987,-0.1499939999999924,-0.2799980000000062,-0.45999899999999627,-3.519996000000006,0.2582703058255108,81.01335172912756,78.43064867087246,Low
BMO.TO,2015-05-06,77.400002,0.12999700000000303,0.6800000000000068,0.22000099999999634,1.0,-2.9300010000000043,0.33980263945295963,81.24001279726482,77.84198640273522,Low
BMO.TO,2015-05-29,75.910004,0.039992999999995504,0.5399929999999955,-0.3200080000000014,-1.75,-1.4000020000000006,0.31864185023891306,79.41421005119457,76.22779154880544,Low
BMO.TO,2015-07-27,72.0,0.3099979999999931,1.010002,1.129997000000003,1.389999000000003,-2.889999000000003,0.45204390409317496,76.63821862046589,72.11777957953413,Low
BMO.TO,2015-08-20,70.050003,-1.0900040000000075,-2.2300030000000106,1.3699949999999887,-0.7700040000000001,2.439994999999996,0.4616465524071985,75.00123186203601,70.38476633796401,Low
BMO.TO,2015-08-24,66.18,1.6399999999999864,5.239997999999986,4.819999999999993,3.1699979999999925,8.260002,1.059669161093793,77.30034530546898,66.70365369453104,Low
BMO.TO,2015-09-16,71.379997,-0.1999969999999962,-0.04999499999999557,-1.4300000000000068,1.4000020000000006,5.550003000000004,0.4193656214048039,71.19682800702402,67.00317179297598,High
BMO.TO,2015-12-01,78.220001,1.4300010000000043,1.4799959999999999,-0.9500039999999927,0.47000100000001055,-7.370002999999997,0.3118289838909265,78.17814601945463,75.05985618054535,High
BMO.TO,2015-12-02,79.650002,-0.5200049999999976,-1.5100029999999975,-2.220001999999994,-0.23999799999999993,-8.830002000000007,0.41632728841737665,78.94263734208688,74.7793644579131,High
BMO.TO,2016-01-04,76.660004,-0.04000100000000373,-3.140006999999997,-3.050003000000004,-5.8400040000000075,-3.480003999999994,0.361185775807581,80.53192907903791,76.9200713209621,Low
BMO.TO,2016-03-15,78.540001,-0.08000200000000746,0.06999999999999318,0.12000299999999697,0.47999599999999987,3.9299999999999926,0.27476697775902326,78.28383468879511,75.53616491120488,High
BMO.TO,2016-03-17,79.339996,-0.7299950000000024,-0.6799919999999986,-1.389999000000003,-0.4699930000000023,2.4000020000000006,0.30134141620695604,78.94970638103479,75.93629221896524,High
BMO.TO,2016-04-07,77.41999799999999,0.9100040000000149,1.8600010000000111,3.180000000000007,4.3300020000000075,4.8300020000000075,0.15494426910587497,79.35072084552937,77.80127815447062,Low
BMO.TO,2016-05-25,84.269997,-0.4699939999999998,-0.9199990000000042,-1.9199990000000042,-0.4699939999999998,-1.9699939999999998,0.37308469778380265,84.07542328891901,80.344576311081,High
BMO.TO,2016-06-14,81.480003,0.20999900000001048,0.019997000000003595,1.1699990000000042,0.48999799999999993,2.5299990000000037,0.23428128290595013,84.19840681452976,81.85559398547025,Low
BMO.TO,2016-08-02,82.690002,-0.25,0.15999599999999248,1.110000999999997,0.8799979999999863,2.2699969999999894,0.3326530730780288,86.28026436539014,82.95373363460985,Low
BMO.TO,2016-08-23,86.269997,0.020004000000000133,0.5699989999999957,0.9700009999999963,0.2800060000000002,-2.1299980000000005,0.23374289352269664,85.05071536761349,82.71328643238652,High
BMO.TO,2016-10-04,84.300003,-0.1600040000000007,-0.3500060000000076,-0.020004000000000133,0.9699939999999998,2.449996999999996,0.2796768036085123,87.27138361804256,84.47461558195744,Low
BMO.TO,2017-01-11,98.849998,-0.879997000000003,-0.619995000000003,-1.389999000000003,1.4100040000000007,2.849998999999997,0.20081447251167697,98.2820730625584,96.27392833744162,High
BMO.TO,2017-02-27,98.58000200000001,2.2099989999999963,4.7900009999999895,4.739997999999986,4.519995999999992,1.3300019999999932,0.36524158433569237,102.85820862167849,99.20579277832157,Low
BMO.TO,2017-03-21,98.650002,-0.16999900000000423,0.6399990000000031,1.2799980000000062,1.2999949999999956,-2.9400030000000044,0.6460233072752459,105.38511613637623,98.92488306362377,Low
BMO.TO,2017-04-11,98.800003,-0.5500030000000038,-0.2800060000000002,-0.5700000000000074,0.8999939999999924,-7.810005000000004,0.1718009677562695,100.72100433878136,99.00299466121866,Low
BMO.TO,2017-04-12,98.25,-0.870002999999997,-0.15000200000000063,0.7900010000000037,-1.6600040000000007,-7.0800020000000075,0.2976121069638135,101.23706033481909,98.26093926518095,Low
BMO.TO,2017-06-09,93.900002,-0.6600040000000007,-1.6600040000000007,-0.9400030000000044,-0.04000100000000373,2.3300009999999958,0.5604378031656587,93.8621880158283,88.25780998417171,High
BMO.TO,2017-06-28,95.58000200000001,-0.08000200000000746,0.22000099999999634,0.15999599999999248,1.3699949999999887,-3.5700000000000074,0.3407990393385477,95.02499509669275,91.61700470330726,High
BMO.TO,2017-07-28,94.190002,0.3699959999999862,0.9399949999999961,0.41999899999999,-1.1600030000000032,-2.760002,0.26913165714613924,97.72265948573069,95.0313429142693,Low
BMO.TO,2017-09-29,94.43,0.9300009999999901,1.9199979999999925,2.0800019999999932,3.1699979999999925,,0.2810251148275224,94.03212517413762,91.22187402586239,High
BMO.TO,2017-10-02,95.360001,0.9700010000000105,1.4300000000000068,1.4400020000000069,2.4899970000000025,,0.32682183684263194,94.53610878421316,91.26789041578684,High
BMO.TO,2017-10-03,96.33000200000001,0.01999599999999191,0.1799999999999926,0.9099959999999925,1.6699979999999925,,0.4979634705882171,95.74381745294109,90.76418274705891,High
BMO.TO,2017-10-25,99.519997,0.49000499999999647,0.49000499999999647,,,,0.2661101757603485,99.39754987880175,96.73644812119826,High
BMO.TO,2017-10-26,100.010002,0.019997000000003595,,,,,0.1665442002954494,99.12771990147726,97.46227789852276,High
BMO.TO,2017-10-27,100.029999,-0.019997000000003595,,,,,0.2142092137085448,99.65904496854273,97.51695283145727,High
