Date,Close
2017-09-12,24.290001
2017-09-13,24.290001
2017-09-14,24.41
2017-09-15,24.27
2017-09-18,24.16
2017-09-19,24.280001
2017-09-20,24.440001
2017-09-21,24.59
2017-09-22,24.709999
2017-09-25,24.860001
2017-09-26,24.77
2017-09-27,25.360001
2017-09-28,25.219999
2017-09-29,25.309999
2017-10-02,25.33
2017-10-03,25.26
2017-10-04,25.34
2017-10-05,25.43
2017-10-06,25.43
2017-10-10,25.93
2017-10-11,25.91
2017-10-12,25.719999
2017-10-13,25.889999
2017-10-16,26
